﻿* MH (Multifield Hourly Data Format)
* 以 '*' 字元開頭的文字為格式說明
* 以 '#' 字元開頭的文字為氣象資料欄位標題列9個字元一組
********************************************************************************
* 格式說明:
* 站碼(stno) 時間(yyyymmddhh)  氣象資料欄位
* 1~6        8~17              第18個字元開始每個氣象要素(欄位)9個字元
* 時間為當地時間(LocalTime)
* yyyy:西元年
* mm:月
* dd:日
* hh:時
********************************************************************************
* 欄位標題說明:
* CD01 高雲高度(km)
* CD02 中雲高度(km)
* CD03 低雲高度(km)
* CD04 高雲量(10分量)
* CD05 中雲量(10分量)
* CD06 低雲量(10分量)
* CD07 高雲狀
* CD08 中雲狀
* CD09 低雲狀
* CD10 雲冪高(km)
* CD11 總雲量(10分量)
* EP05 A型蒸發量(mm)
* GR01 全天空日射量(MJ/㎡)
* PP01 降水量(mm)
* PP02 降水時數(hour)
* PS01 測站氣壓(hPa)
* PS02 海平面氣壓(hPa)
* PS11 氣壓趨勢
* RH01 相對溼度(%)
* SS01 日照時數(hour)
* ST01 天空狀況
* ST02 地面狀況
* ST03 雷暴
* ST04 液態降水1
* ST05 液態降水2
* ST06 固態降水1
* ST07 固態降水2
* ST08 固態降水3
* ST09 視障1
* ST10 視障2
* ST11 光象1
* ST12 光象2
* TD01 露點溫度(℃)
* TS01 地表溫度0cm(℃)
* TS02 地中溫度5cm(℃)
* TS03 地中溫度10cm(℃)
* TS04 地中溫度20cm(℃)
* TS05 地中溫度30cm(℃)
* TS06 地中溫度50cm(℃)
* TS07 地中溫度100cm(℃)
* TW01 溼球溫度(℃)
* TX01 氣溫(℃)
* TX02 絕對最高氣溫(℃)
* TX04 絕對最低氣溫(℃)
* VP01 水氣壓(hPa)
* VP06 飽和水氣壓(hPa)
* VS01 能見度(km)
* WD01 平均風風速(m/s)
* WD02 平均風風向(360 degree)
* WD04 最大平均風風速(m/s)
* WD05 最大平均風風向(360 degree)
* WD07 最大瞬間風風速(m/s)
* WD08 最大瞬間風風向(360 degree)
* UV01 紫外線指數
********************************************************************************
* 特殊值:
* -999.1:儀器故障待修
* -9.6/-999.6:資料累計於後
* -9.5/-99.5/-999.5/-999.5/-9999.5/-9995:因故障而無資料
* -9.7/-99.7/-999.7/-999.7/-9999.7/-9997:因不明原因而無資料
* -9.8:雨跡(Trace)
* None:未觀測而無資料
********************************************************************************
# stno, yyyymmddhh,     PS01,     PS02,     TX01,     TD01,     RH01,     WD01,     WD02,     WD07,     WD08,     PP01,     PP02,     SS01,     GR01,     CD11,     TS01,     TS02,     TS03,     TS04,     TS05,     TS06,     TS07
466920, 2025081618,   1005.5,   1008.9,     31.0,     23.2,       63,      3.7,    110.0,     11.4,    120.0,      0.0,      0.0,      1.0,     0.55,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081619,   1006.0,   1009.4,     30.3,     23.5,       67,      3.7,    110.0,     10.3,    120.0,      0.0,      0.0,      0.3,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081620,   1006.3,   1009.7,     29.8,     23.5,       69,      4.1,    120.0,     10.4,     80.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081621,   1006.7,   1010.1,     29.8,     22.8,       66,      3.6,    110.0,      9.3,     80.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081622,   1006.8,   1010.3,     29.6,     23.3,       69,      3.6,    110.0,      9.6,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081623,   1006.7,   1010.2,     29.5,     23.2,       69,      3.4,    100.0,      9.7,     70.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081624,   1006.6,   1010.1,     29.2,     22.9,       69,      2.9,    100.0,      8.3,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081701,   1006.3,   1009.8,     29.3,     22.6,       67,      3.0,    120.0,      9.2,    120.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081702,   1006.5,   1010.0,     29.2,     22.7,       68,      2.8,    120.0,      8.5,    130.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081703,   1006.4,   1009.9,     29.4,     22.2,       65,      3.1,    120.0,      8.0,     70.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081704,   1006.5,   1010.0,     29.1,     22.4,       67,      2.3,    130.0,      6.8,    140.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081705,   1006.7,   1010.2,     28.9,     22.4,       68,      2.2,    140.0,      5.2,    120.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081706,   1006.8,   1010.3,     28.7,     22.5,       69,      2.2,    130.0,      4.6,    100.0,      0.0,      0.0,      0.2,     0.04,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081707,   1007.5,   1011.0,     29.4,     22.2,       65,      1.8,    140.0,      5.4,    120.0,      0.0,      0.0,      1.0,     0.55,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081708,   1007.9,   1011.3,     30.6,     22.5,       62,      2.7,    100.0,      6.4,    100.0,      0.0,      0.0,      1.0,     1.35,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081709,   1008.1,   1011.5,     32.1,     22.5,       57,      1.9,    110.0,      6.2,    100.0,      0.0,      0.0,      1.0,     2.14,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081710,   1007.9,   1011.3,     32.7,     22.5,       55,      3.6,    130.0,      7.9,    130.0,      0.0,      0.0,      1.0,     2.83,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081711,   1007.6,   1011.0,     33.6,     22.4,       52,      3.8,    120.0,      9.4,    120.0,      0.0,      0.0,      1.0,     3.32,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081712,   1007.4,   1010.8,     34.5,     22.6,       50,      2.8,    130.0,      8.9,    130.0,      0.0,      0.0,      1.0,     3.58,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081713,   1007.0,   1010.4,     34.6,     22.0,       48,      4.1,    130.0,      8.8,    110.0,      0.0,      0.0,      1.0,     3.60,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081714,   1006.7,   1010.1,     34.5,     22.3,       49,      3.7,    110.0,      8.1,     50.0,      0.0,      0.0,      1.0,     3.24,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081715,   1006.4,   1009.8,     34.5,     22.3,       49,      2.5,    130.0,      8.4,    130.0,      0.0,      0.0,      1.0,     3.05,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081716,   1006.5,   1009.9,     33.9,     22.4,       51,      2.5,    120.0,      8.5,    110.0,      0.0,      0.0,      1.0,     2.26,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081717,   1006.9,   1010.3,     32.7,     21.6,       52,      4.1,    130.0,      9.4,    140.0,      0.0,      0.0,      0.7,     1.04,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081718,   1007.4,   1010.8,     31.6,     22.4,       58,      3.4,    120.0,      9.3,    120.0,      0.0,      0.0,      0.7,     0.40,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081719,   1008.2,   1011.6,     30.5,     22.9,       64,      3.5,    110.0,      7.9,    140.0,      0.0,      0.0,      0.2,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081720,   1008.8,   1012.3,     30.1,     22.8,       65,      2.5,    110.0,      8.2,    120.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081721,   1009.0,   1012.5,     29.8,     22.5,       65,      2.7,    100.0,      7.7,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081722,   1009.3,   1012.8,     29.7,     23.2,       68,      3.1,    110.0,      7.8,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081723,   1009.0,   1012.5,     29.4,     22.7,       67,      2.6,    120.0,      7.2,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081724,   1008.8,   1012.3,     29.2,     22.9,       69,      2.6,    120.0,      6.9,     80.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081801,   1008.6,   1012.1,     29.0,     23.0,       70,      1.8,    120.0,      5.2,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081802,   1008.4,   1011.9,     28.7,     22.5,       69,      1.9,    150.0,      4.7,    150.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081803,   1008.4,   1011.9,     28.1,     21.9,       69,      0.5,    180.0,      3.0,    160.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081804,   1008.5,   1012.0,     28.1,     21.7,       68,      1.0,    180.0,      2.9,    230.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081805,   1008.9,   1012.4,     27.7,     21.5,       69,      1.3,    180.0,      3.2,    200.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081806,   1009.6,   1013.1,     27.4,     21.5,       70,      1.7,    180.0,      3.8,    180.0,      0.0,      0.0,      0.0,     0.04,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081807,   1010.1,   1013.6,     27.7,     22.0,       71,      2.1,    180.0,      3.9,    190.0,      0.0,      0.0,      1.0,     0.49,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081808,   1010.4,   1013.9,     29.5,     22.2,       65,      0.9,    190.0,      3.4,    180.0,      0.0,      0.0,      1.0,     1.27,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081809,   1010.4,   1013.8,     30.9,     23.6,       65,      1.2,    180.0,      2.9,    100.0,      0.0,      0.0,      1.0,     2.09,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081810,   1010.1,   1013.5,     32.7,     22.8,       56,      1.3,    280.0,      3.7,    280.0,      0.0,      0.0,      1.0,     2.66,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081811,   1009.6,   1013.0,     33.0,     22.8,       55,      0.7,    250.0,      3.7,    350.0,      0.0,      0.0,      0.6,     1.99,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081812,   1009.1,   1012.5,     33.6,     22.7,       53,      1.3,     30.0,      3.4,    350.0,      0.0,      0.0,      0.5,     2.24,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081813,   1008.6,   1012.0,     32.8,     24.8,       63,      2.7,    340.0,      5.8,    350.0,      0.0,      0.0,      0.0,     0.76,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081814,   1008.7,   1012.2,     28.8,     26.6,       88,      1.7,    130.0,      6.7,     70.0,      3.0,      0.6,      0.0,     0.60,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081815,   1008.3,   1011.8,     29.5,     25.1,       77,      2.5,    200.0,      5.0,    180.0,      0.0,      0.0,      0.1,     0.89,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081816,   1008.6,   1012.1,     27.8,     25.1,       85,      1.3,    310.0,      5.5,    180.0,      1.0,      0.3,      0.0,     0.24,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081817,   1008.5,   1012.0,     29.6,     25.2,       77,      2.0,     70.0,      5.3,     80.0,      0.5,      0.2,      0.7,     0.93,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081818,   1008.6,   1012.1,     29.7,     24.6,       74,      2.2,    110.0,      6.5,    120.0,      0.0,      0.0,      0.9,     0.43,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081819,   1009.3,   1012.8,     29.3,     24.6,       76,      2.3,    100.0,      6.5,    100.0,      0.0,      0.0,      0.0,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081820,   1009.5,   1013.0,     29.3,     24.0,       73,      2.6,    100.0,      6.7,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081821,   1010.2,   1013.7,     29.2,     23.4,       71,      2.5,    100.0,      5.5,    100.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081822,   1010.3,   1013.8,     29.1,     23.3,       71,      1.5,    110.0,      4.7,     90.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081823,   1009.9,   1013.4,     28.9,     23.4,       72,      1.2,    140.0,      2.6,    120.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081824,   1009.5,   1013.0,     28.2,     23.6,       76,      1.9,    170.0,      4.4,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081901,   1009.4,   1012.9,     28.4,     24.6,       80,      1.3,    200.0,      3.2,    360.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081902,   1009.1,   1012.6,     28.3,     24.9,       82,      1.3,    210.0,      2.6,    210.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081903,   1008.8,   1012.3,     28.3,     24.9,       82,      1.4,    250.0,      3.4,    220.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081904,   1008.6,   1012.1,     27.5,     23.5,       79,      1.6,    170.0,      3.1,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081905,   1008.4,   1011.9,     27.4,     24.1,       82,      1.0,    220.0,      2.6,    170.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081906,   1008.7,   1012.2,     27.4,     24.1,       82,      0.6,    180.0,      2.6,    180.0,      0.0,      0.0,      0.0,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081907,   1008.8,   1012.3,     27.6,     23.6,       79,      1.4,    180.0,      2.9,    180.0,      0.0,      0.0,      1.0,     0.51,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081908,   1008.9,   1012.4,     29.6,     24.5,       74,      0.9,    200.0,      2.7,    220.0,      0.0,      0.0,      1.0,     1.30,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081909,   1009.0,   1012.4,     31.3,     24.2,       66,      0.6,    200.0,      3.4,    190.0,      0.0,      0.0,      1.0,     2.04,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081910,   1009.0,   1012.4,     32.7,     23.7,       59,      0.9,    280.0,      4.6,    270.0,      0.0,      0.0,      0.7,     2.20,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081911,   1008.9,   1012.3,     33.4,     25.4,       63,      1.1,    340.0,      5.1,    310.0,      0.0,      0.0,      0.8,     2.94,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081912,   1008.6,   1012.0,     33.3,     25.3,       63,      2.4,    340.0,      7.9,    340.0,      0.0,      0.0,      0.5,     2.11,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081913,   1008.1,   1011.5,     32.8,     24.8,       63,      2.7,    330.0,      7.8,    350.0,      0.0,      0.0,      0.9,     2.99,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081914,   1007.9,   1011.3,     33.0,     23.7,       58,      5.7,    340.0,      9.9,    340.0,      0.0,      0.0,      1.0,     3.43,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081915,   1007.3,   1010.7,     33.2,     23.0,       55,      3.2,    340.0,      9.3,    350.0,      0.0,      0.0,      0.9,     2.89,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081916,   1007.3,   1010.7,     32.9,     23.3,       57,      2.4,    330.0,      7.3,    320.0,      0.0,      0.0,      1.0,     1.89,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081917,   1007.1,   1010.5,     31.9,     23.5,       61,      2.0,    350.0,      6.8,    360.0,      0.0,      0.0,      1.0,     0.99,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081918,   1007.5,   1010.9,     31.4,     22.7,       60,      1.2,    340.0,      5.4,    340.0,      0.0,      0.0,      0.1,     0.37,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081919,   1008.1,   1011.5,     31.4,     23.3,       62,      0.7,    350.0,      3.1,    350.0,      0.0,      0.0,      0.0,     0.05,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081920,   1008.8,   1012.2,     30.9,     23.8,       66,      1.3,    210.0,      2.8,    230.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081921,   1009.3,   1012.8,     30.2,     24.4,       71,      1.2,    160.0,      3.8,    170.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081922,   1009.2,   1012.7,     30.3,     24.7,       72,      0.3,    360.0,      2.6,    200.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081923,   1008.9,   1012.3,     30.3,     24.0,       69,      1.6,    250.0,      4.1,    290.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025081924,   1008.4,   1011.8,     30.4,     23.1,       65,      1.7,    290.0,      4.4,    280.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082001,   1007.8,   1011.3,     29.5,     23.7,       71,      2.2,    230.0,      4.8,    230.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082002,   1007.1,   1010.6,     29.3,     23.7,       72,      2.2,    240.0,      6.2,    220.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082003,   1006.7,   1010.2,     28.4,     23.8,       76,      2.1,    180.0,      5.0,    240.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082004,   1006.7,   1010.2,     28.0,     23.4,       76,      1.5,    180.0,      3.4,    190.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082005,   1007.0,   1010.5,     27.6,     23.6,       79,      1.0,    170.0,      3.4,    170.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082006,   1007.7,   1011.2,     27.4,     23.7,       80,      2.2,    160.0,      4.1,    140.0,      0.0,      0.0,      0.1,     0.05,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082007,   1008.0,   1011.5,     28.3,     23.5,       75,      1.3,    180.0,      4.1,    140.0,      0.0,      0.0,      1.0,     0.61,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082008,   1008.3,   1011.7,     30.3,     23.5,       67,      1.2,    140.0,      3.1,    200.0,      0.0,      0.0,      1.0,     1.54,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082009,   1008.1,   1011.5,     32.0,     23.0,       59,      2.1,    210.0,      5.3,    220.0,      0.0,      0.0,      1.0,     2.26,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082010,   1007.7,   1011.1,     33.3,     22.1,       52,      1.3,    280.0,      4.7,    330.0,      0.0,      0.0,      1.0,     2.83,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082011,   1007.6,   1011.0,     34.4,     22.8,       51,      2.1,    230.0,      4.8,    290.0,      0.0,      0.0,      0.8,     2.87,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082012,   1006.7,   1010.1,     35.6,     22.2,       46,      1.7,    340.0,      5.6,    330.0,      0.0,      0.0,      1.0,     3.42,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082013,   1006.2,   1009.6,     34.4,     23.8,       54,      2.4,    320.0,      7.8,    340.0,      0.0,      0.0,      0.5,     2.04,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082014,   1006.4,   1009.8,     31.8,     25.4,       69,      1.1,    260.0,      6.5,    350.0,     -9.8,      0.1,      0.0,     0.34,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082015,   1007.4,   1010.9,     26.8,     25.2,       91,      1.9,    110.0,      8.3,    160.0,     12.0,      0.8,      0.0,     0.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082016,   1006.7,   1010.2,     26.0,     24.4,       91,      1.3,    130.0,      5.0,    110.0,      1.5,      0.6,      0.0,     0.12,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082017,   1007.4,   1010.9,     26.9,     25.1,       90,      0.8,    200.0,      4.5,    110.0,     -9.8,      0.1,      0.0,     0.33,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082018,   1008.0,   1011.5,     26.7,     24.4,       87,      1.3,    210.0,      2.9,    210.0,      0.0,      0.0,      0.0,     0.17,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082019,   1008.1,   1011.6,     26.6,     24.3,       87,      1.1,    190.0,      3.5,    190.0,      0.0,      0.0,      0.0,     0.01,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082020,   1008.1,   1011.6,     26.6,     24.1,       86,      1.3,    170.0,      3.1,    190.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082021,   1008.5,   1012.0,     26.3,     23.2,       83,      1.5,    190.0,      3.8,    150.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082022,   1008.6,   1012.1,     26.4,     22.3,       78,      1.5,    170.0,      3.8,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082023,   1008.4,   1011.9,     26.2,     22.7,       81,      1.2,    200.0,      4.8,    170.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082024,   1008.2,   1011.7,     26.3,     22.6,       80,      1.8,    180.0,      4.2,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082101,   1008.4,   1011.9,     26.3,     21.1,       73,      1.7,    180.0,      4.3,    170.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082102,   1008.5,   1012.0,     26.1,     20.7,       72,      1.8,    210.0,      4.5,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082103,   1008.1,   1011.6,     25.6,     20.6,       74,      1.4,    180.0,      3.1,    220.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082104,   1008.3,   1011.8,     25.3,     21.2,       78,      1.0,    170.0,      4.5,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082105,   1008.5,   1012.0,     25.4,     21.7,       80,      1.8,    170.0,      3.9,    190.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082106,   1008.9,   1012.4,     25.6,     21.5,       78,      1.3,    180.0,      3.1,    190.0,      0.0,      0.0,      0.0,     0.04,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082107,   1009.1,   1012.6,     26.1,     21.6,       76,      1.5,    160.0,      3.6,    190.0,      0.0,      0.0,      0.1,     0.36,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082108,   1009.2,   1012.7,     28.0,     22.9,       74,      0.4,    120.0,      4.0,    190.0,      0.0,      0.0,      0.5,     1.24,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082109,   1009.3,   1012.7,     30.6,     21.4,       58,      0.7,    170.0,      2.3,    170.0,      0.0,      0.0,      1.0,     2.15,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082110,   1009.0,   1012.4,     31.6,     19.9,       50,      0.6,    210.0,      2.6,    140.0,      0.0,      0.0,      1.0,     2.76,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082111,   1008.2,   1011.6,     33.6,     21.1,       48,      1.6,    150.0,      3.5,    160.0,      0.0,      0.0,      1.0,     3.25,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082112,   1007.6,   1011.0,     34.6,     20.2,       43,      1.6,    290.0,      3.7,    280.0,      0.0,      0.0,      1.0,     3.49,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082113,   1007.5,   1010.9,     34.9,     23.3,       51,      3.4,    330.0,      7.9,    320.0,      0.0,      0.0,      0.8,     3.03,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082114,   1007.3,   1010.7,     33.1,     24.0,       59,      1.9,    340.0,      8.8,    340.0,      0.0,      0.0,      0.6,     2.17,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082115,   1006.8,   1010.2,     32.0,     24.9,       66,      1.4,    320.0,      7.2,    350.0,      0.0,      0.0,      0.0,     0.57,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082116,   1006.6,   1010.0,     31.1,     24.8,       69,      0.8,     50.0,      5.5,    360.0,      0.0,      0.0,      0.0,     0.25,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082117,   1006.5,   1009.9,     30.6,     24.0,       68,      1.2,    210.0,      4.5,    340.0,     -9.8,      0.2,      0.6,     0.98,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082118,   1006.5,   1009.9,     30.9,     23.1,       63,      0.9,    160.0,      2.7,    140.0,      0.0,      0.0,      0.9,     0.46,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082119,   1006.5,   1009.9,     30.2,     24.6,       72,      2.1,    140.0,      4.2,    150.0,      0.0,      0.0,      0.0,     0.02,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082120,   1007.1,   1010.5,     29.8,     24.5,       73,      1.8,    180.0,      3.8,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082121,   1007.9,   1011.4,     29.4,     25.2,       78,      2.0,    170.0,      3.8,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082122,   1008.1,   1011.6,     28.8,     23.5,       73,      1.5,    200.0,      3.9,    190.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082123,   1008.0,   1011.5,     28.4,     22.4,       70,      1.3,    170.0,      5.8,    180.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082124,   1007.9,   1011.4,     27.9,     22.4,       72,      1.9,    170.0,      4.3,    190.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082201,   1007.9,   1011.4,     27.4,     21.9,       72,      1.5,    170.0,      3.6,    190.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082202,   1007.8,   1011.3,     27.2,     22.2,       74,      2.3,    180.0,      4.4,    190.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
466920, 2025082203,   1007.4,   1010.9,     27.0,     22.2,       75,      2.3,    190.0,      4.4,    170.0,      0.0,      0.0,     None,     0.00,     None,     None,     None,     None,     None,     None,     None,     None
